	verb	transitive	Table-base	unvocalized	unmarked	normalized	stamp	length	salim	weak	url
1962	جَذَّذَ	م	112	جذذ	جذّذ	جذذ	جذ	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جذّذ
1963	تَجَذَّذَ	ل	126	تجذذ	تجذّذ	تجذذ	تجذ	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجذّذ
1964	اِنْجَذَّ	ل	120	انجذ	انجذّ	انجذ	نجذ	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/انجذّ
1965	جَذَرَ	م	1	جذر	جذر	جذر	جذر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جذر
1966	أَجْذَرَ	م	102	أجذر	أجذر	ءجذر	جذر	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجذر
1967	اِنْجَذَرَ	ل	119	انجذر	انجذر	انجذر	نجذر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انجذر
1968	جَذَعَ	م/ل	3	جذع	جذع	جذع	جذع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جذع
1969	أَجْذَعَ	ل	102	أجذع	أجذع	ءجذع	جذع	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجذع
1970	تَجاذَعَ	ل	123	تجاذع	تجاذع	تجاذع	تجذع	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تجاذع
1971	جَذَفَ	ل/م	2	جذف	جذف	جذف	جذف	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جذف
1972	أَجْذَفَ	ل	102	أجذف	أجذف	ءجذف	جذف	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجذف
1973	تَجَذَّفَ	ل	126	تجذف	تجذّف	تجذف	تجذف	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجذّف
1974	اِنْجَذَفَ	ل	119	انجذف	انجذف	انجذف	نجذف	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انجذف
1975	جَذَلَ	ل	1	جذل	جذل	جذل	جذل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جذل
1976	جَذِلَ	ل	4	جذل	جذل	جذل	جذل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جذل
1977	أَجْذَلَ	م	102	أجذل	أجذل	ءجذل	جذل	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجذل
1978	تَجاذَلَ	ل	123	تجاذل	تجاذل	تجاذل	تجذل	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تجاذل
1979	اِجْتَذَلَ	ل	114	اجتذل	اجتذل	اجتذل	جتذل	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجتذل
1980	اِسْتَجْذَلَ	ل	129	استجذل	استجذل	استجذل	ستجذل	6	سالم	صحيح	http://qutrub.arabeyes.org/verb/استجذل
1981	جَذَمَ	م	2	جذم	جذم	جذم	جذم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جذم
1982	جَذِمَ	ل	4	جذم	جذم	جذم	جذم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جذم
1983	جَذَّمَ	م	112	جذم	جذّم	جذم	جذم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جذّم
1984	أَجْذَمَ	م/ل	102	أجذم	أجذم	ءجذم	جذم	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجذم
1985	تَجَذَّمَ	ل	126	تجذم	تجذّم	تجذم	تجذم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجذّم
1986	اِنْجَذَمَ	ل	119	انجذم	انجذم	انجذم	نجذم	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انجذم
1987	جَذا	ل	17	جذا	جذا	جذا	جذ	3		ناقص واوي	http://qutrub.arabeyes.org/verb/جذا
1988	جَذَى	م	21	جذى	جذى	جذى	جذ	3		ناقص يائي	http://qutrub.arabeyes.org/verb/جذى
1989	أَجْذَى	ل/م	104	أجذى	أجذى	ءجذى	جذ	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أجذى
1990	تَجَذَّى	ل	137	تجذى	تجذّى	تجذى	تجذ	5	مضعف	ناقص	http://qutrub.arabeyes.org/verb/تجذّى
1991	تَجَاذَى	م	125	تجاذى	تجاذى	تجاذى	تجذ	5		ناقص	http://qutrub.arabeyes.org/verb/تجاذى
1992	اِجْذَوَى	م	116	اجذوى	اجذوى	اجذوى	جذ	5		ناقص	http://qutrub.arabeyes.org/verb/اجذوى
1993	اِجْذَوَذَى	ل	134	اجذوذى	اجذوذى	اجذوذى	جذذ	6		ناقص	http://qutrub.arabeyes.org/verb/اجذوذى
1994	جَرُؤَ	ل	16	جرؤ	جرؤ	جرء	جر	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/جرؤ
1995	جَرَّأَ	م	112	جرأ	جرّأ	جرء	جر	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/جرّأ
1996	تَجَرَّأَ	ل	126	تجرأ	تجرّأ	تجرء	تجر	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تجرّأ
1997	اِجْتَرَأَ	ل	114	اجترأ	اجترأ	اجترء	جتر	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/اجترأ
1998	جَرِبَ	ل	4	جرب	جرب	جرب	جرب	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرب
1999	جَرَّبَ	م	112	جرب	جرّب	جرب	جرب	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّب
2000	أَجْرَبَ	ل	102	أجرب	أجرب	ءجرب	جرب	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجرب
2001	جَرَجَ	م	1	جرج	جرج	جرج	جرج	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرج
2002	جَرِجَ	ل	4	جرج	جرج	جرج	جرج	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرج
2003	جَرَّجَ	م	112	جرج	جرّج	جرج	جرج	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّج
2004	جَرَحَ	م	3	جرح	جرح	جرح	جرح	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرح
2005	جَرِحَ	ل	4	جرح	جرح	جرح	جرح	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرح
2006	جَرَّحَ	م	112	جرح	جرّح	جرح	جرح	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّح
2007	اِجْتَرَحَ	م/ل	114	اجترح	اجترح	اجترح	جترح	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجترح
2008	اِسْتَجْرَحَ	ل	129	استجرح	استجرح	استجرح	ستجرح	6	سالم	صحيح	http://qutrub.arabeyes.org/verb/استجرح
2009	جَرَدَ	م	1	جرد	جرد	جرد	جرد	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرد
2010	جَرِدَ	ل	4	جرد	جرد	جرد	جرد	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرد
2011	جَرَّدَ	م	112	جرد	جرّد	جرد	جرد	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّد
2012	تَجَرَّدَ	ل	126	تجرد	تجرّد	تجرد	تجرد	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجرّد
2013	اِنْجَرَدَ	ل	119	انجرد	انجرد	انجرد	نجرد	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انجرد
2014	جَرَذَ	ل	1	جرذ	جرذ	جرذ	جرذ	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرذ
2015	جَرِذَ	ل	4	جرذ	جرذ	جرذ	جرذ	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرذ
2016	جَرَّذَ	م	112	جرذ	جرّذ	جرذ	جرذ	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّذ
2017	أَجْرَذَ	م	102	أجرذ	أجرذ	ءجرذ	جرذ	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجرذ
2018	جَرَّ	ل/م	8	جر	جرّ	جر	جر	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّ
2019	جَرَّرَ	م	112	جرر	جرّر	جرر	جر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّر
2020	جارَّ	م	110	جار	جارّ	جار	جر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جارّ
2021	أَجَرَّ	ل/م	103	أجر	أجرّ	ءجر	جر	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجرّ
2022	اِنْجَرَّ	ل	120	انجر	انجرّ	انجر	نجر	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/انجرّ
2023	اِجْتَرَّ	ل/م	115	اجتر	اجترّ	اجتر	جتر	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اجترّ
2024	اِسْتَجَرَّ	ل/م	130	استجر	استجرّ	استجر	ستجر	6	مضعف	صحيح	http://qutrub.arabeyes.org/verb/استجرّ
2025	جَرَزَ	ل/م	1	جرز	جرز	جرز	جرز	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرز
2026	جَرُزَ	ل	7	جرز	جرز	جرز	جرز	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرز
2027	جَرِزَ	ل	4	جرز	جرز	جرز	جرز	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرز
2028	جارَزَ	م	109	جارز	جارز	جارز	جرز	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/جارز
2029	أَجْرَزَ	ل	102	أجرز	أجرز	ءجرز	جرز	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجرز
2030	تَجارَزَ	ل	123	تجارز	تجارز	تجارز	تجرز	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تجارز
2031	جَرَسَ	ل/م	2	جرس	جرس	جرس	جرس	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرس
2032	جَرَّسَ	ل/م	112	جرس	جرّس	جرس	جرس	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّس
2033	أَجْرَسَ	ل/م	102	أجرس	أجرس	ءجرس	جرس	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجرس
2034	تَجَرَّسَ	ل	126	تجرس	تجرّس	تجرس	تجرس	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجرّس
2035	جَرَشَ	م	2	جرش	جرش	جرش	جرش	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرش
2036	جَرَّشَ	م	112	جرش	جرّش	جرش	جرش	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّش
2037	اِجْتَرَشَ	ل/م	114	اجترش	اجترش	اجترش	جترش	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجترش
2038	جَرَضَ	م	1	جرض	جرض	جرض	جرض	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرض
2039	جَرِضَ	ل	4	جرض	جرض	جرض	جرض	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرض
2040	أَجْرَضَ	م	102	أجرض	أجرض	ءجرض	جرض	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجرض
2041	جَرَعَ	م	3	جرع	جرع	جرع	جرع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرع
2042	جَرِعَ	ل	4	جرع	جرع	جرع	جرع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرع
2043	جَرَّعَ	م	112	جرع	جرّع	جرع	جرع	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّع
2044	أَجْرَعَ	م	102	أجرع	أجرع	ءجرع	جرع	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجرع
2045	اِجْتَرَعَ	م	114	اجترع	اجترع	اجترع	جترع	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجترع
2046	جَرَفَ	ل/م	1	جرف	جرف	جرف	جرف	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرف
2047	جَرَّفَ	ل/م	112	جرف	جرّف	جرف	جرف	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّف
2048	أَجْرَفَ	ل	102	أجرف	أجرف	ءجرف	جرف	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجرف
2049	تَجَرَّفَ	م	126	تجرف	تجرّف	تجرف	تجرف	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجرّف
2050	اِنْجَرَفَ	ل	119	انجرف	انجرف	انجرف	نجرف	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انجرف
2051	اِجْتَرَفَ	م	114	اجترف	اجترف	اجترف	جترف	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجترف
2052	جَرَمَ	ل/م	2	جرم	جرم	جرم	جرم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرم
2053	جَرُمَ	ل	7	جرم	جرم	جرم	جرم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرم
2054	جَرِمَ	ل	4	جرم	جرم	جرم	جرم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرم
2055	جَرَّمَ	م	112	جرم	جرّم	جرم	جرم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّم
2056	أَجْرَمَ	ل/م	102	أجرم	أجرم	ءجرم	جرم	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجرم
2057	تَجَرَّمَ	ل	126	تجرم	تجرّم	تجرم	تجرم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجرّم
2058	اِجْتَرَمَ	ل/م	114	اجترم	اجترم	اجترم	جترم	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجترم
2059	جَرَنَ	ل/م	1	جرن	جرن	جرن	جرن	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جرن
2060	جَرَّنَ	م	112	جرن	جرّن	جرن	جرن	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جرّن
2061	أَجْرَنَ	م	102	أجرن	أجرن	ءجرن	جرن	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجرن
2062	اِجْتَرَنَ	ل	114	اجترن	اجترن	اجترن	جترن	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجترن
2063	جَرَى	ل	21	جرى	جرى	جرى	جر	3		ناقص يائي	http://qutrub.arabeyes.org/verb/جرى
2064	جَرَّى	م	113	جرى	جرّى	جرى	جر	4	مضعف	ناقص	http://qutrub.arabeyes.org/verb/جرّى
2065	جارَى	م	111	جارى	جارى	جارى	جر	4		ناقص	http://qutrub.arabeyes.org/verb/جارى
2066	أَجْرَى	م/ل	114	أجرى	أجرى	ءجرى	جر	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أجرى
2067	تَجارَى	ل	125	تجارى	تجارى	تجارى	تجر	5		ناقص	http://qutrub.arabeyes.org/verb/تجارى
2068	اِسْتَجْرَى	م	131	استجرى	استجرى	استجرى	ستجر	6		ناقص	http://qutrub.arabeyes.org/verb/استجرى
2069	جَزَأ	ل/م	14	جزأ	جزأ	جزء	جز	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/جزأ
2070	جَزَّأَ	م	112	جزأ	جزّأ	جزء	جز	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/جزّأ
2071	أَجْزَأَ	ل	102	أجزأ	أجزأ	ءجزء	جز	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجزأ
2072	تَجَزَّأَ	ل/م	126	تجزأ	تجزّأ	تجزء	تجز	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تجزّأ
2073	اِجْتَزَأَ	ل	114	اجتزأ	اجتزأ	اجتزء	جتز	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/اجتزأ
2074	جَزَحَ	ل/م	3	جزح	جزح	جزح	جزح	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جزح
2075	جَزَرَ	ل/م	1	جزر	جزر	جزر	جزر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جزر
2076	أَجْزَرَ	ل/م	102	أجزر	أجزر	ءجزر	جزر	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجزر
2077	اِجْتَزَرَ	م	114	اجتزر	اجتزر	اجتزر	جتزر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجتزر
2078	اِنْجَزَرَ	ل	119	انجزر	انجزر	انجزر	نجزر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انجزر
2079	جَزَّ	ل/م	8	جز	جزّ	جز	جز	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جزّ
2080	جَزَّ	ل	9	جز	جزّ	جز	جز	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جزّ
2081	أَجَزَّ	ل/م	103	أجز	أجزّ	ءجز	جز	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجزّ
2082	اِجْتَزَّ	م	115	اجتز	اجتزّ	اجتز	جتز	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اجتزّ
2083	اِسْتَجَزَّ	ل	130	استجز	استجزّ	استجز	ستجز	6	مضعف	صحيح	http://qutrub.arabeyes.org/verb/استجزّ
2084	جَزَعَ	م	3	جزع	جزع	جزع	جزع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جزع
2085	جَزِعَ	ل	4	جزع	جزع	جزع	جزع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جزع
2086	جَزَّعَ	ل/م	112	جزع	جزّع	جزع	جزع	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جزّع
2087	أَجْزَعَ	م	102	أجزع	أجزع	ءجزع	جزع	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجزع
2088	تَجَزَّعَ	ل/م	126	تجزع	تجزّع	تجزع	تجزع	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجزّع
2089	اِنْجَزَعَ	ل	119	انجزع	انجزع	انجزع	نجزع	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انجزع
2090	اِجْتَزَعَ	م	114	اجتزع	اجتزع	اجتزع	جتزع	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجتزع
2091	جَزَفَ	ل	2	جزف	جزف	جزف	جزف	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جزف
2092	جازَفَ	ل	109	جازف	جازف	جازف	جزف	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/جازف
2093	اِجْتَزَفَ	م	114	اجتزف	اجتزف	اجتزف	جتزف	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجتزف
2094	جَزَلَ	م/ل	2	جزل	جزل	جزل	جزل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جزل
2095	جَزُلَ	ل	7	جزل	جزل	جزل	جزل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جزل
2096	جَزِلَ	ل	4	جزل	جزل	جزل	جزل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جزل
2097	أَجْزَلَ	م/ل	102	أجزل	أجزل	ءجزل	جزل	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجزل
2098	اِسْتَجْزَلَ	م	129	استجزل	استجزل	استجزل	ستجزل	6	سالم	صحيح	http://qutrub.arabeyes.org/verb/استجزل
2099	جَزَمَ	ل/م	2	جزم	جزم	جزم	جزم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جزم
2100	جَزَّمَ	ل	112	جزم	جزّم	جزم	جزم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جزّم
2101	تَجَزَّمَ	ل	126	تجزم	تجزّم	تجزم	تجزم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجزّم
2102	اِنْجَزَمَ	ل	119	انجزم	انجزم	انجزم	نجزم	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انجزم
2103	اِجْتَزَمَ	م	114	اجتزم	اجتزم	اجتزم	جتزم	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجتزم
2104	جَزَى	ل/م	21	جزى	جزى	جزى	جز	3		ناقص يائي	http://qutrub.arabeyes.org/verb/جزى
2105	جازَى	م	111	جازى	جازى	جازى	جز	4		ناقص	http://qutrub.arabeyes.org/verb/جازى
2106	أَجْزَى	ل	104	أجزى	أجزى	ءجزى	جز	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أجزى
2107	تَجازَى	م	125	تجازى	تجازى	تجازى	تجز	5		ناقص	http://qutrub.arabeyes.org/verb/تجازى
2108	اِجْتَزَى	م	116	اجتزى	اجتزى	اجتزى	جتز	5		ناقص	http://qutrub.arabeyes.org/verb/اجتزى
2109	جَسَأَ	ل	14	جسأ	جسأ	جسء	جس	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/جسأ
2110	جَسَدَ	م	1	جسد	جسد	جسد	جسد	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جسد
2111	جَسِدَ	ل	4	جسد	جسد	جسد	جسد	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جسد
2112	جَسَّدَ	م	112	جسد	جسّد	جسد	جسد	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جسّد
2113	أَجْسَدَ	م	102	أجسد	أجسد	ءجسد	جسد	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أجسد
2114	تَجَسَّدَ	ل	126	تجسد	تجسّد	تجسد	تجسد	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجسّد
2115	جَسَرَ	ل/م	1	جسر	جسر	جسر	جسر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جسر
2116	جَسَّرَ	م	112	جسر	جسّر	جسر	جسر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جسّر
2117	تَجاسَرَ	ل	123	تجاسر	تجاسر	تجاسر	تجسر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تجاسر
2118	اِجْتَسَرَ	م	114	اجتسر	اجتسر	اجتسر	جتسر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/اجتسر
2119	جَسَّ	م	8	جس	جسّ	جس	جس	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جسّ
2120	تَجَسَّسَ	م/ل	126	تجسس	تجسّس	تجسس	تجس	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجسّس
2121	اِجْتَسَّ	م	115	اجتس	اجتسّ	اجتس	جتس	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اجتسّ
2122	جَسُمَ	ل	7	جسم	جسم	جسم	جسم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جسم
2123	جَسَّمَ	م	112	جسم	جسّم	جسم	جسم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/جسّم
2124	تَجَسَّمَ	ل/م	126	تجسم	تجسّم	تجسم	تجسم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تجسّم
2125	جَسا	ل	17	جسا	جسا	جسا	جس	3		ناقص واوي	http://qutrub.arabeyes.org/verb/جسا
2126	جَسِيَ	ل	19	جسي	جسي	جسي	جس	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جسي
2127	جاسَى	م	111	جاسى	جاسى	جاسى	جس	4		ناقص	http://qutrub.arabeyes.org/verb/جاسى
2128	جَشَأَ	ل	14	جشأ	جشأ	جشء	جش	3	مهموز	صحيح	http://qutrub.arabeyes.org/verb/جشأ
2129	جَشَّأَ	ل	112	جشأ	جشّأ	جشء	جش	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/جشّأ
2130	تَجَشَّأَ	ل	126	تجشأ	تجشّأ	تجشء	تجش	5	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/تجشّأ
2131	اِجْتَشَأَ	ل/م	114	اجتشأ	اجتشأ	اجتشء	جتش	5	مهموز	صحيح	http://qutrub.arabeyes.org/verb/اجتشأ
2132	جَشَبَ	ل/م	1	جشب	جشب	جشب	جشب	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/جشب
