	verb	transitive	Table-base	unvocalized	unmarked	normalized	stamp	length	salim	weak	url
7175	سَلَمَ	م	2	سلم	سلم	سلم	سلم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سلم
7176	سَلِمَ	ل	4	سلم	سلم	سلم	سلم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سلم
7177	سَلَّمَ	ل/م	112	سلم	سلّم	سلم	سلم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سلّم
7178	سالَمَ	م	109	سالم	سالم	سالم	سلم	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/سالم
7179	أَسْلَمَ	ل/م	102	أسلم	أسلم	ءسلم	سلم	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسلم
7180	تَسَلَّمَ	م/ل	126	تسلم	تسلّم	تسلم	تسلم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسلّم
7181	تَسالَمَ	ل	123	تسالم	تسالم	تسالم	تسلم	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تسالم
7182	اِسْتَلَمَ	ل	114	استلم	استلم	استلم	ستلم	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/استلم
7183	اِسْتَسْلَمَ	ل	129	استسلم	استسلم	استسلم	ستسلم	6	سالم	صحيح	http://qutrub.arabeyes.org/verb/استسلم
7184	سَلا	م/ل	17	سلا	سلا	سلا	سل	3		ناقص واوي	http://qutrub.arabeyes.org/verb/سلا
7185	سَلِيَ	م	19	سلي	سلي	سلي	سل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سلي
7186	سَلَّى	م	113	سلى	سلّى	سلى	سل	4	مضعف	ناقص	http://qutrub.arabeyes.org/verb/سلّى
7187	أَسْلَى	ل/م	104	أسلى	أسلى	ءسلى	سل	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أسلى
7188	تَسَلَّى	ل	127	تسلى	تسلّى	تسلى	تسل	5	مضعف	ناقص	http://qutrub.arabeyes.org/verb/تسلّى
7189	اِنْسَلَى	ل	121	انسلى	انسلى	انسلى	نسل	5		ناقص	http://qutrub.arabeyes.org/verb/انسلى
7190	سَمَتَ	ل/م	2	سمت	سمت	سمت	سمت	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمت
7191	سَمَّتَ	ل/م	112	سمت	سمّت	سمت	سمت	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّت
7192	سامَتَ	م	109	سامت	سامت	سامت	سمت	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/سامت
7193	تَسَمَّتَ	م	126	تسمت	تسمّت	تسمت	تسمت	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسمّت
7194	سَمُجَ	ل	7	سمج	سمج	سمج	سمج	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمج
7195	سَمَّجَ	م	112	سمج	سمّج	سمج	سمج	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّج
7196	اِسْتَسْمَجَ	م	129	استسمج	استسمج	استسمج	ستسمج	6	سالم	صحيح	http://qutrub.arabeyes.org/verb/استسمج
7197	سَمَحَ	ل	3	سمح	سمح	سمح	سمح	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمح
7198	سَمُحَ	ل	7	سمح	سمح	سمح	سمح	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمح
7199	سَمَّحَ	ل/م	112	سمح	سمّح	سمح	سمح	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّح
7200	سامَحَ	م	109	سامح	سامح	سامح	سمح	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/سامح
7201	أَسْمَحَ	ل	102	أسمح	أسمح	ءسمح	سمح	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسمح
7202	تَسَمَّحَ	ل	126	تسمح	تسمّح	تسمح	تسمح	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسمّح
7203	تَسامَحَ	ل	123	تسامح	تسامح	تسامح	تسمح	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تسامح
7204	سَمَدَ	ل	1	سمد	سمد	سمد	سمد	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمد
7205	سَمَّدَ	م	112	سمد	سمّد	سمد	سمد	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّد
7206	اِسْمَدَّ	ل	128	اسمد	اسمدّ	اسمد	سمد	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اسمدّ
7207	سَمَرَ	ل/م	1	سمر	سمر	سمر	سمر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمر
7208	سَمُرَ	ل	7	سمر	سمر	سمر	سمر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمر
7209	سَمِرَ	ل	4	سمر	سمر	سمر	سمر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمر
7210	سَمَّرَ	م	112	سمر	سمّر	سمر	سمر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّر
7211	سامَرَ	م	109	سامر	سامر	سامر	سمر	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/سامر
7212	تَسامَرَ	ل	123	تسامر	تسامر	تسامر	تسمر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تسامر
7213	اِسْمَرَّ	ل	128	اسمر	اسمرّ	اسمر	سمر	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اسمرّ
7214	اِسْمارَّ	ل	135	اسمار	اسمارّ	اسمار	سمر	6	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اسمارّ
7215	سَمَطَ	ل/م	1	سمط	سمط	سمط	سمط	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمط
7216	سَمَّطَ	م	112	سمط	سمّط	سمط	سمط	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّط
7217	تَسَمَّطَ	ل/م	126	تسمط	تسمّط	تسمط	تسمط	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسمّط
7218	سَمِعَ	ل/م	2	سمع	سمع	سمع	سمع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمع
7219	سَمَّعَ	م/ل	112	سمع	سمّع	سمع	سمع	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّع
7220	أَسْمَعَ	م	102	أسمع	أسمع	ءسمع	سمع	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسمع
7221	تَسَمَّعَ	م/ل	126	تسمع	تسمّع	تسمع	تسمع	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسمّع
7222	تَسامَعَ	ل	123	تسامع	تسامع	تسامع	تسمع	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تسامع
7223	اِسْتَمَعَ	م/ل	114	استمع	استمع	استمع	ستمع	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/استمع
7224	سَمَقَ	ل/م	1	سمق	سمق	سمق	سمق	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمق
7225	سَمَكَ	ل/م	1	سمك	سمك	سمك	سمك	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمك
7226	اِنْسَمَكَ	ل	119	انسمك	انسمك	انسمك	نسمك	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/انسمك
7227	اِسْتَمَكَ	ل	114	استمك	استمك	استمك	ستمك	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/استمك
7228	سَمَلَ	ل/م	1	سمل	سمل	سمل	سمل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمل
7229	سَمُلَ	ل	7	سمل	سمل	سمل	سمل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمل
7230	سَمَّلَ	ل/م	112	سمل	سمّل	سمل	سمل	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّل
7231	أَسْمَلَ	ل	102	أسمل	أسمل	ءسمل	سمل	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسمل
7232	تَسَمَّلَ	ل/م	126	تسمل	تسمّل	تسمل	تسمل	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسمّل
7233	اِسْتَمَلَ	م	114	استمل	استمل	استمل	ستمل	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/استمل
7234	سَمَّ	ل/م	8	سم	سمّ	سم	سم	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّ
7235	سَمَّمَ	م	112	سمم	سمّم	سمم	سم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّم
7236	أَسَمَّ	ل	103	أسم	أسمّ	ءسم	سم	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسمّ
7237	تَسَمَّمَ	ل	126	تسمم	تسمّم	تسمم	تسم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسمّم
7238	سَمَنَ	ل/م	1	سمن	سمن	سمن	سمن	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمن
7239	سَمُنَ	ل	7	سمن	سمن	سمن	سمن	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمن
7240	سَمِنَ	ل	4	سمن	سمن	سمن	سمن	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمن
7241	سَمَّنَ	م	112	سمن	سمّن	سمن	سمن	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّن
7242	أَسْمَنَ	ل/م	102	أسمن	أسمن	ءسمن	سمن	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسمن
7243	تَسَمَّنَ	ل	126	تسمن	تسمّن	تسمن	تسمن	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسمّن
7244	اِسْتَسْمَنَ	ل/م	129	استسمن	استسمن	استسمن	ستسمن	6	سالم	صحيح	http://qutrub.arabeyes.org/verb/استسمن
7245	سَمَهَ	ل	3	سمه	سمه	سمه	سمه	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سمه
7246	سَمَّهَ	م	112	سمه	سمّه	سمه	سمه	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سمّه
7247	سَما	ل/م	17	سما	سما	سما	سم	3		ناقص واوي	http://qutrub.arabeyes.org/verb/سما
7248	سَمَّى	م	113	سمى	سمّى	سمى	سم	4	مضعف	ناقص	http://qutrub.arabeyes.org/verb/سمّى
7249	سامَى	م	111	سامى	سامى	سامى	سم	4		ناقص	http://qutrub.arabeyes.org/verb/سامى
7250	أَسْمَى	م	104	أسمى	أسمى	ءسمى	سم	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أسمى
7251	تَسَمَّى	ل	127	تسمى	تسمّى	تسمى	تسم	5	مضعف	ناقص	http://qutrub.arabeyes.org/verb/تسمّى
7252	تَسامَى	ل	125	تسامى	تسامى	تسامى	تسم	5		ناقص	http://qutrub.arabeyes.org/verb/تسامى
7253	اِسْتَمَى	ل/م	116	استمى	استمى	استمى	ستم	5		ناقص	http://qutrub.arabeyes.org/verb/استمى
7254	اِسْتَسْمَى	ل/م	131	استسمى	استسمى	استسمى	ستسم	6		ناقص	http://qutrub.arabeyes.org/verb/استسمى
7255	سَنَّتَ	م	112	سنت	سنّت	سنت	سنت	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سنّت
7256	أَسْنَتَ	ل	102	أسنت	أسنت	ءسنت	سنت	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسنت
7257	تَسَنَّتَ	م	126	تسنت	تسنّت	تسنت	تسنت	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسنّت
7258	سَنَجَ	م	1	سنج	سنج	سنج	سنج	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنج
7259	سَنَّجَ	م	112	سنج	سنّج	سنج	سنج	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سنّج
7260	سَنَحَ	ل/م	3	سنح	سنح	سنح	سنح	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنح
7261	سانَحَ	ل/م	109	سانح	سانح	سانح	سنح	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/سانح
7262	تَسَنَّحَ	ل/م	126	تسنح	تسنّح	تسنح	تسنح	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسنّح
7263	اِسْتَسْنَحَ	ل/م	129	استسنح	استسنح	استسنح	ستسنح	6	سالم	صحيح	http://qutrub.arabeyes.org/verb/استسنح
7264	سَنَخَ	ل	3	سنخ	سنخ	سنخ	سنخ	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنخ
7265	سَنِخَ	ل	4	سنخ	سنخ	سنخ	سنخ	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنخ
7266	سَنَدَ	ل/م	1	سند	سند	سند	سند	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سند
7267	سَنَّدَ	ل/م	112	سند	سنّد	سند	سند	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سنّد
7268	سانَدَ	م	109	ساند	ساند	ساند	سند	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساند
7269	أَسْنَدَ	ل/م	102	أسند	أسند	ءسند	سند	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسند
7270	تَسانَدَ	ل	123	تساند	تساند	تساند	تسند	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تساند
7271	اِسْتَنَدَ	ل	114	استند	استند	استند	ستند	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/استند
7272	سَنِرَ	ل	4	سنر	سنر	سنر	سنر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنر
7273	سَنُطَ	ل	7	سنط	سنط	سنط	سنط	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنط
7274	سَنِطَ	ل	4	سنط	سنط	سنط	سنط	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنط
7275	سَنُعَ	ل	7	سنع	سنع	سنع	سنع	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنع
7276	أَسْنَعَ	ل/م	102	أسنع	أسنع	ءسنع	سنع	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسنع
7277	سَنَفَ	ل/م	1	سنف	سنف	سنف	سنف	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنف
7278	أَسْنَفَ	ل/م	102	أسنف	أسنف	ءسنف	سنف	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسنف
7279	سَنِقَ	ل	4	سنق	سنق	سنق	سنق	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنق
7280	أَسْنَقَ	م	102	أسنق	أسنق	ءسنق	سنق	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسنق
7281	سَنِمَ	ل	4	سنم	سنم	سنم	سنم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنم
7282	سَنَّمَ	م	112	سنم	سنّم	سنم	سنم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سنّم
7283	أَسْنَمَ	ل/م	102	أسنم	أسنم	ءسنم	سنم	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسنم
7284	تَسَنَّمَ	م/ل	126	تسنم	تسنّم	تسنم	تسنم	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسنّم
7285	اِسْتَنَمَ	م	114	استنم	استنم	استنم	ستنم	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/استنم
7286	سَنَّ	م	8	سن	سنّ	سن	سن	3	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سنّ
7287	سَنَّنَ	م	112	سنن	سنّن	سنن	سن	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سنّن
7288	أَسَنَّ	ل/م	103	أسن	أسنّ	ءسن	سن	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسنّ
7289	تَسَنَّنَ	ل	126	تسنن	تسنّن	تسنن	تسن	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسنّن
7290	اِسْتَنَّ	ل	115	استن	استنّ	استن	ستن	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/استنّ
7291	اِسْتَسَنَّ	م	130	استسن	استسنّ	استسن	ستسن	6	مضعف	صحيح	http://qutrub.arabeyes.org/verb/استسنّ
7292	سَنِهَ	ل	4	سنه	سنه	سنه	سنه	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سنه
7293	سانَهَ	ل/م	109	سانه	سانه	سانه	سنه	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/سانه
7294	تَسَنَّهَ	ل	126	تسنه	تسنّه	تسنه	تسنه	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسنّه
7295	سَنا	ل/م	17	سنا	سنا	سنا	سن	3		ناقص واوي	http://qutrub.arabeyes.org/verb/سنا
7296	سَنَى	ل/م	21	سنى	سنى	سنى	سن	3		ناقص يائي	http://qutrub.arabeyes.org/verb/سنى
7297	سَنِيَ	ل	23	سني	سني	سني	سن	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سني
7298	سَنَّى	م	113	سنى	سنّى	سنى	سن	4	مضعف	ناقص	http://qutrub.arabeyes.org/verb/سنّى
7299	سانَى	م	111	سانى	سانى	سانى	سن	4		ناقص	http://qutrub.arabeyes.org/verb/سانى
7300	أَسْنَى	ل/م	104	أسنى	أسنى	ءسنى	سن	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أسنى
7301	تَسَنَّى	لم	127	تسنى	تسنّى	تسنى	تسن	5	مضعف	ناقص	http://qutrub.arabeyes.org/verb/تسنّى
7302	اِسْتَنَى	ل/م	116	استنى	استنى	استنى	ستن	5		ناقص	http://qutrub.arabeyes.org/verb/استنى
7303	سَهَبَ	م	3	سهب	سهب	سهب	سهب	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهب
7304	أَسْهَبَ	ل/م	102	أسهب	أسهب	ءسهب	سهب	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسهب
7305	اِسْتَهَبَ	ل	114	استهب	استهب	استهب	ستهب	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/استهب
7306	سَهَجَ	ل/م	3	سهج	سهج	سهج	سهج	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهج
7307	سَهِدَ	ل	4	سهد	سهد	سهد	سهد	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهد
7308	سَهَّدَ	م	112	سهد	سهّد	سهد	سهد	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سهّد
7309	أَسْهَدَ	ل/م	102	أسهد	أسهد	ءسهد	سهد	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسهد
7310	سَهِرَ	ل	4	سهر	سهر	سهر	سهر	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهر
7311	أَسْهَرَ	م	102	أسهر	أسهر	ءسهر	سهر	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسهر
7312	سَهَفَ	ل	3	سهف	سهف	سهف	سهف	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهف
7313	سَهِفَ	ل	4	سهف	سهف	سهف	سهف	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهف
7314	اِسْتَهَفَ	م	114	استهف	استهف	استهف	ستهف	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/استهف
7315	سَهَكَ	ل/م	3	سهك	سهك	سهك	سهك	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهك
7316	سَهِكَ	ل	4	سهك	سهك	سهك	سهك	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهك
7317	سَهُلَ	ل	7	سهل	سهل	سهل	سهل	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهل
7318	سَهَّلَ	م	112	سهل	سهّل	سهل	سهل	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سهّل
7319	ساهَلَ	م	109	ساهل	ساهل	ساهل	سهل	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساهل
7320	أَسْهَلَ	ل/م	102	أسهل	أسهل	ءسهل	سهل	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسهل
7321	تَسَهَّلَ	ل	126	تسهل	تسهّل	تسهل	تسهل	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسهّل
7322	تَساهَلَ	ل	123	تساهل	تساهل	تساهل	تسهل	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تساهل
7323	اِسْتَسْهَلَ	ل/م	129	استسهل	استسهل	استسهل	ستسهل	6	سالم	صحيح	http://qutrub.arabeyes.org/verb/استسهل
7324	سَهَمَ	ل/م	3	سهم	سهم	سهم	سهم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهم
7325	سَهُمَ	ل	7	سهم	سهم	سهم	سهم	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهم
7326	سَهَّمَ	م	112	سهم	سهّم	سهم	سهم	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سهّم
7327	ساهَمَ	م/ل	109	ساهم	ساهم	ساهم	سهم	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساهم
7328	أَسْهَمَ	ل/م	102	أسهم	أسهم	ءسهم	سهم	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسهم
7329	تَساهَمَ	ل/م	123	تساهم	تساهم	تساهم	تسهم	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تساهم
7330	سَها	ل	17	سها	سها	سها	سه	3		ناقص واوي	http://qutrub.arabeyes.org/verb/سها
7331	سَهُوَ	ل	20	سهو	سهو	سهو	سه	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهو
7332	سَهِيَ	ل	19	سهي	سهي	سهي	سه	3	سالم	صحيح	http://qutrub.arabeyes.org/verb/سهي
7333	سَهَّى	م	113	سهى	سهّى	سهى	سه	4	مضعف	ناقص	http://qutrub.arabeyes.org/verb/سهّى
7334	ساهَى	م	111	ساهى	ساهى	ساهى	سه	4		ناقص	http://qutrub.arabeyes.org/verb/ساهى
7335	أَسْهَى	ل/م	104	أسهى	أسهى	ءسهى	سه	4	مهموز	ناقص	http://qutrub.arabeyes.org/verb/أسهى
7336	ساءَ	ل/م	38	ساء	ساء	ساء	س	3	مهموز	أجوف واوي	http://qutrub.arabeyes.org/verb/ساء
7337	سَوَّأَ	م/ل	112	سوأ	سوّأ	سوء	س	4	مضعف مهموز	صحيح	http://qutrub.arabeyes.org/verb/سوّأ
7338	أَساءَ	ل/م	105	أساء	أساء	ءساء	س	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساء
7339	اِسْتاءَ	ل	117	استاء	استاء	استاء	ست	5	مهموز	أجوف	http://qutrub.arabeyes.org/verb/استاء
7340	ساجَ	ل/م	34	ساج	ساج	ساج	سج	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساج
7341	سَوَّجَ	ل	112	سوج	سوّج	سوج	سج	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّج
7342	ساخَ	ل	34	ساخ	ساخ	ساخ	سخ	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساخ
7343	أَسَاخَ	م	105	أساخ	أساخ	ءساخ	سخ	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساخ
7344	تَسَوَّخَ	ل	126	تسوخ	تسوّخ	تسوخ	تسخ	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسوّخ
7345	سادَ	ل/م	34	ساد	ساد	ساد	سد	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساد
7346	سَوِدَ	ل	35	سود	سود	سود	سد	3			http://qutrub.arabeyes.org/verb/سود
7347	سَوَّدَ	ل/م	112	سود	سوّد	سود	سد	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّد
7348	ساوَدَ	م	109	ساود	ساود	ساود	سد	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساود
7349	أَسادَ	ل	105	أساد	أساد	ءساد	سد	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساد
7350	أَسْوَدَ	ل	102	أسود	أسود	ءسود	سد	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسود
7351	تَسَوَّدَ	ل	126	تسود	تسوّد	تسود	تسد	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسوّد
7352	اِسْتادَ	ل/م	117	استاد	استاد	استاد	ستد	5		أجوف	http://qutrub.arabeyes.org/verb/استاد
7353	اِسْوَدَّ	ل	128	اسود	اسودّ	اسود	سد	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اسودّ
7354	اِسْوادَّ	ل	135	اسواد	اسوادّ	اسواد	سد	6	مضعف	صحيح	http://qutrub.arabeyes.org/verb/اسوادّ
7355	سارَ	ل/م	34	سار	سار	سار	سر	3		أجوف واوي	http://qutrub.arabeyes.org/verb/سار
7356	سَوَّرَ	م	112	سور	سوّر	سور	سر	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّر
7357	ساوَرَ	م	109	ساور	ساور	ساور	سر	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساور
7358	تَسَوَّرَ	ل/م	126	تسور	تسوّر	تسور	تسر	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسوّر
7359	تَساوَرَ	ل	123	تساور	تساور	تساور	تسر	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/تساور
7360	ساسَ	ل	36	ساس	ساس	ساس	سس	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساس
7361	ساسَ	م	34	ساس	ساس	ساس	سس	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساس
7362	سَوِسَ	ل	35	سوس	سوس	سوس	سس	3			http://qutrub.arabeyes.org/verb/سوس
7363	سَوَّسَ	ل/م	112	سوس	سوّس	سوس	سس	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّس
7364	أَساسَ	ل/م	105	أساس	أساس	ءساس	سس	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساس
7365	تَسَوَّسَ	ل	126	تسوس	تسوّس	تسوس	تسس	5	مضعف	صحيح	http://qutrub.arabeyes.org/verb/تسوّس
7366	اِسْتاسَ	ل	117	استاس	استاس	استاس	ستس	5		أجوف	http://qutrub.arabeyes.org/verb/استاس
7367	ساطَ	ل/م	34	ساط	ساط	ساط	سط	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساط
7368	سَوَّطَ	ل/م	112	سوط	سوّط	سوط	سط	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّط
7369	ساوَطَ	م	109	ساوط	ساوط	ساوط	سط	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساوط
7370	اِسْتَوَطَ	ل	114	استوط	استوط	استوط	ستط	5	سالم	صحيح	http://qutrub.arabeyes.org/verb/استوط
7371	ساعَ	ل	34	ساع	ساع	ساع	سع	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساع
7372	ساوَعَ	م	109	ساوع	ساوع	ساوع	سع	4	سالم	صحيح	http://qutrub.arabeyes.org/verb/ساوع
7373	أَساعَ	ل/م	105	أساع	أساع	ءساع	سع	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساع
7374	ساغَ	ل/م	34	ساغ	ساغ	ساغ	سغ	3		أجوف واوي	http://qutrub.arabeyes.org/verb/ساغ
7375	سَوَّغَ	م	112	سوغ	سوّغ	سوغ	سغ	4	مضعف	صحيح	http://qutrub.arabeyes.org/verb/سوّغ
7376	أَساغَ	ل/م	105	أساغ	أساغ	ءساغ	سغ	4	مهموز	أجوف	http://qutrub.arabeyes.org/verb/أساغ
7377	أَسْوَغَ	م	102	أسوغ	أسوغ	ءسوغ	سغ	4	مهموز	صحيح	http://qutrub.arabeyes.org/verb/أسوغ
